CustomerKey,GeographyKey,CustomerLabel,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,Phone,DateFirstPurchase,CustomerType
12096,531,23095,Gerald,Patel,1950-11-22,M,M,gerald32@adventure-works.com,20000.0,2.0,1.0,Bachillerato parcial,Clerical,1.0,2.0,1803 Potomac Dr.,1 (11) 500 555-0118,2003-12-20,Person
12097,519,23096,Ashlee,Chande,1950-05-26,M,F,ashlee0@adventure-works.com,20000.0,2.0,1.0,Bachillerato parcial,Clerical,1.0,2.0,P.O. Box No. 2513,1 (11) 500 555-0114,2003-10-31,Person
12098,697,23097,Tony,Natsuhara,1950-09-07,S,M,tony21@adventure-works.com,30000.0,3.0,0.0,Grado parcial,Clerical,0.0,2.0,2268 Cobblestone Ct,1 (11) 500 555-0143,2002-12-18,Person
12099,468,23098,Pedro,Rubio,1950-01-16,S,M,pedro41@adventure-works.com,30000.0,3.0,0.0,Grado parcial,Clerical,0.0,2.0,5206 Damascus Loop,1 (11) 500 555-0117,2002-12-03,Person
12100,558,23099,Kristi,Suarez,1951-11-05,S,F,kristi15@adventure-works.com,30000.0,3.0,0.0,Bachillerato,Manual calificado,0.0,2.0,7900 Poncho St.,1 (11) 500 555-0156,2002-12-30,Person
12101,596,23100,Christy,Raje,1952-05-18,M,F,christy31@adventure-works.com,30000.0,3.0,0.0,Bachillerato,Manual calificado,1.0,2.0,6694 Trasher Road,1 (11) 500 555-0112,2002-12-28,Person
12102,468,23101,Barbara,Lal,1952-12-18,M,F,barbara40@adventure-works.com,30000.0,3.0,0.0,Bachillerato,Manual calificado,1.0,2.0,8713 Live Oak Avenue,1 (11) 500 555-0176,2002-12-18,Person
12103,558,23102,Barbara,Zeng,1952-07-06,M,F,barbara31@adventure-works.com,30000.0,3.0,0.0,Bachillerato,Manual calificado,1.0,2.0,1176 Oily Road,1 (11) 500 555-0114,2002-12-03,Person
12104,634,23103,Dwayne,Moreno,1953-02-12,M,M,dwayne5@adventure-works.com,40000.0,2.0,0.0,Grado parcial,Manual calificado,0.0,2.0,1371 Rogers Ave,1 (11) 500 555-0183,2003-11-18,Person
12105,596,23104,Isabelle,Long,1953-12-07,M,F,isabelle8@adventure-works.com,40000.0,3.0,0.0,Grado parcial,Manual calificado,1.0,2.0,1821 Corrinne Court,1 (11) 500 555-0121,2002-12-29,Person
12106,680,23105,Karl,Andersen,1954-02-14,S,M,karl14@adventure-works.com,40000.0,3.0,0.0,Bachillerato parcial,Clerical,0.0,2.0,133 Westwood Way,1 (11) 500 555-0162,2002-12-07,Person
12107,706,23106,Kathryn,Yuan,1954-09-17,M,F,kathryn6@adventure-works.com,70000.0,2.0,0.0,Grado parcial,Manual calificado,1.0,2.0,8399 Garaventa Dr.,1 (11) 500 555-0169,2002-12-17,Person
12108,648,23107,Michele,Kumar,1954-11-09,M,F,michele8@adventure-works.com,70000.0,2.0,0.0,Grado parcial,Manual calificado,1.0,2.0,1710 View Dr,1 (11) 500 555-0116,2002-12-29,Person
12109,627,23108,Savannah,Wright,1975-12-19,S,F,savannah43@adventure-works.com,40000.0,0.0,0.0,Grado parcial,Manual calificado,1.0,2.0,6091 Mountaire Parkway,302-555-0114,2004-02-15,Person
12110,573,23109,Lauren,Hughes,1975-12-01,S,F,lauren59@adventure-works.com,40000.0,0.0,0.0,Bachillerato,Manual calificado,1.0,2.0,502 Alexander Pl.,478-555-0174,2003-08-21,Person
12111,633,23110,Mackenzie,Gonzalez,1975-09-26,S,F,mackenzie30@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,2.0,2878 San Miguel Circle,896-555-0123,2003-11-27,Person
12112,505,23111,Sara,Wright,1975-01-17,S,F,sara47@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,2.0,6732 Mill Road,585-555-0175,2003-11-29,Person
12113,472,23112,James,Butler,1974-12-01,S,M,james30@adventure-works.com,50000.0,0.0,0.0,Bachillerato,Manual calificado,0.0,2.0,9039 North Spoonwood Court,901-555-0171,2003-11-10,Person
12114,695,23113,Elijah,Powell,1973-10-09,S,M,elijah12@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Manual calificado,1.0,2.0,7573 Star Dr,154-555-0176,2002-02-19,Person
12115,490,23114,Caroline,Washington,1973-10-18,S,F,caroline14@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,2.0,8752 Longview Rd,107-555-0115,2002-02-10,Person
12116,610,23115,Stephanie,Nicholls,1976-07-17,S,F,stephanie56@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Profesional,1.0,2.0,528 West Way,416-555-0113,2003-09-03,Person
12117,637,23116,Jerome,Vazquez,1955-03-22,S,M,jerome13@adventure-works.com,80000.0,2.0,0.0,Bachillerato,Manual calificado,0.0,2.0,9652 Steven Drive,1 (11) 500 555-0153,2003-01-29,Person
12118,634,23117,Bruce,Sanz,1955-02-25,M,M,bruce41@adventure-works.com,80000.0,2.0,0.0,Bachillerato,Manual calificado,1.0,2.0,1723 Richard Pl.,1 (11) 500 555-0131,2003-01-16,Person
12119,692,23118,Monique,Moreno,1956-02-10,M,F,monique2@adventure-works.com,80000.0,2.0,0.0,Bachillerato,Manual calificado,1.0,2.0,1874 Virginia Hills Dr.,1 (11) 500 555-0112,2003-01-05,Person
12120,648,23119,Gilbert,Zhao,1957-03-11,S,M,gilbert8@adventure-works.com,70000.0,2.0,0.0,Bachillerato,Profesional,1.0,2.0,7827 11th,1 (11) 500 555-0145,2003-01-30,Person
12121,628,23120,Javier,Browning,1957-12-15,S,M,javier10@adventure-works.com,70000.0,2.0,0.0,Bachillerato,Profesional,0.0,2.0,8501 Boatwright Ln.,1 (11) 500 555-0141,2003-01-04,Person
12122,510,23121,Danny,Ramos,1957-03-07,M,M,danny18@adventure-works.com,70000.0,2.0,0.0,Bachillerato,Profesional,1.0,2.0,8702 Nightingale Drive,1 (11) 500 555-0160,2003-01-04,Person
12123,699,23122,Colleen,Zhou,1959-07-24,S,F,colleen9@adventure-works.com,110000.0,4.0,1.0,Grado,Administración,0.0,4.0,3396 Castle Rock Road,1 (11) 500 555-0175,2004-01-31,Person
12124,634,23123,Zoe,Kelly,1959-09-02,S,F,zoe2@adventure-works.com,110000.0,4.0,1.0,Grado,Administración,0.0,4.0,209 Mobile Lane,1 (11) 500 555-0117,2004-05-06,Person
12125,580,23124,Cameron,Wang,1973-01-15,S,M,cameron20@adventure-works.com,80000.0,0.0,0.0,Grado,Administración,0.0,1.0,6730 Green Leaf Drive,602-555-0169,2004-07-16,Person
12126,627,23125,Madeline,Scott,1973-11-21,S,F,madeline13@adventure-works.com,80000.0,0.0,0.0,Grado,Administración,0.0,1.0,515 Bayview Ct.,807-555-0123,2004-02-02,Person
12127,430,23126,Carolyn,Van,1974-06-07,M,F,carolyn4@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Profesional,0.0,2.0,5012 Bayshore Rd.,357-555-0191,2004-06-12,Person
12128,445,23127,Haley,Hughes,1974-09-09,M,F,haley30@adventure-works.com,60000.0,0.0,0.0,Bachillerato,Profesional,0.0,2.0,95 RiverRock Dr.,547-555-0132,2003-11-12,Person
12129,706,23128,Dylan,Jai,1959-11-27,M,M,dylan31@adventure-works.com,110000.0,1.0,2.0,Grado,Administración,1.0,0.0,2687 Apollo Way,1 (11) 500 555-0180,2003-12-29,Person
12130,554,23129,Misty,Ashe,1959-10-04,M,F,misty24@adventure-works.com,120000.0,4.0,2.0,Grado,Administración,1.0,1.0,2702 North Ridge Dr.,1 (11) 500 555-0192,2003-11-07,Person
12131,472,23130,Lauren,Russell,1966-07-08,S,F,lauren66@adventure-works.com,120000.0,2.0,2.0,Grado,Administración,0.0,4.0,5669 Ironwood Way,161-555-0118,2003-08-20,Person
12132,677,23131,Caitlin,Peterson,1957-02-02,M,F,caitlin4@adventure-works.com,70000.0,2.0,0.0,Bachillerato parcial,Manual calificado,1.0,2.0,4220 Magnolia Ave,195-555-0150,2004-04-03,Person
12133,691,23132,Anthony,Lee,1957-09-11,M,M,anthony8@adventure-works.com,70000.0,2.0,0.0,Bachillerato parcial,Manual calificado,0.0,2.0,9780 Ridgeview Dr.,479-555-0112,2003-09-18,Person
12134,652,23133,Alexis,White,1957-12-11,M,F,alexis11@adventure-works.com,60000.0,2.0,0.0,Bachillerato,Profesional,1.0,2.0,8523 Rose Drive,451-555-0113,2004-03-03,Person
12135,571,23134,Alyssa,Robinson,1957-04-01,M,F,alyssa18@adventure-works.com,60000.0,2.0,0.0,Bachillerato,Profesional,1.0,2.0,3839 Northgate Road,333-555-0186,2004-05-12,Person
12136,584,23135,Dylan,Clark,1957-03-03,M,M,dylan49@adventure-works.com,70000.0,3.0,2.0,Grado parcial,Profesional,1.0,0.0,2730 Dewing Lane,991-555-0143,2004-02-28,Person
12137,470,23136,Stephanie,Peterson,1957-04-21,S,F,stephanie20@adventure-works.com,80000.0,2.0,1.0,Grado,Administración,0.0,0.0,5300 East 88th Street,813-555-0173,2004-03-09,Person
12138,682,23137,Chloe,Sanders,1957-10-23,M,F,chloe65@adventure-works.com,80000.0,2.0,1.0,Grado,Administración,0.0,1.0,2320 Wee Donegal,466-555-0127,2002-02-11,Person
12139,430,23138,Angela,Peterson,1957-08-26,S,F,angela31@adventure-works.com,90000.0,2.0,0.0,Grado parcial,Profesional,0.0,1.0,2140 Ambush Dr.,492-555-0153,2004-03-25,Person
12140,610,23139,Christian,Yang,1956-06-16,S,M,christian13@adventure-works.com,60000.0,2.0,0.0,Bachillerato,Profesional,0.0,2.0,8435 Kenmore,660-555-0176,2003-12-08,Person
12141,597,23140,Tyler,Lee,1956-08-21,M,M,tyler22@adventure-works.com,60000.0,2.0,0.0,Bachillerato,Profesional,1.0,2.0,1544 Honey Court,569-555-0131,2003-08-20,Person
12142,703,23141,Katherine,Long,1956-10-05,M,F,katherine35@adventure-works.com,70000.0,3.0,0.0,Grado parcial,Profesional,1.0,2.0,7012 Silverado Drive,718-555-0170,2004-03-16,Person
12143,580,23142,Cara,Wu,1956-07-01,S,F,cara3@adventure-works.com,70000.0,3.0,0.0,Grado parcial,Profesional,0.0,2.0,415 Courthouse Drive,833-555-0143,2004-03-16,Person
12144,495,23143,Jada,Phillips,1972-03-25,M,F,jada18@adventure-works.com,50000.0,1.0,1.0,Grado,Manual calificado,1.0,0.0,9462 Rambling Rose Drive,845-555-0183,2003-12-14,Person
12145,508,23144,Zachary,Alexander,1972-05-02,M,M,zachary17@adventure-works.com,50000.0,1.0,1.0,Grado,Manual calificado,1.0,0.0,6400 Yosemite Circle,373-555-0180,2003-12-07,Person
12146,470,23145,Nichole,Xie,1972-09-24,M,F,nichole3@adventure-works.com,60000.0,1.0,0.0,Máster,Profesional,1.0,0.0,9166 Panoramic Ave.,861-555-0190,2003-12-28,Person
12147,560,23146,Sarah,Clark,1972-08-18,S,F,sarah21@adventure-works.com,70000.0,2.0,0.0,Máster,Profesional,1.0,0.0,8840 Leonard Dr.,549-555-0158,2004-03-26,Person
12148,667,23147,Wyatt,Smith,1970-01-09,M,M,wyatt0@adventure-works.com,40000.0,1.0,1.0,Grado,Manual calificado,1.0,1.0,5256 Chickpea Ct.,561-555-0113,2004-05-17,Person
12149,575,23148,Nathan,Ross,1970-07-27,M,M,nathan0@adventure-works.com,40000.0,1.0,1.0,Grado,Manual calificado,1.0,1.0,316 Rambling Rose Ave,171-555-0176,2003-12-20,Person
12150,470,23149,Brandi,Rubio,1970-12-27,M,F,brandi20@adventure-works.com,40000.0,1.0,1.0,Grado,Manual calificado,1.0,1.0,6557 Jalalon Place,871-555-0113,2004-03-02,Person
12151,658,23150,Gabriella,Allen,1970-06-21,M,F,gabriella46@adventure-works.com,40000.0,1.0,1.0,Grado,Manual calificado,1.0,1.0,5117 C Street,189-555-0124,2004-06-08,Person
12152,660,23151,Michael,Brown,1970-07-08,M,M,michael36@adventure-works.com,40000.0,1.0,1.0,Grado,Manual calificado,1.0,1.0,7230 Berrellesa Street,941-555-0135,2003-12-21,Person
12153,686,23152,Michelle,Howard,1970-03-05,M,F,michelle12@adventure-works.com,40000.0,1.0,1.0,Grado,Manual calificado,1.0,1.0,4440 Keywood Ct,665-555-0143,2004-05-09,Person
12154,619,23153,Jenna,Hill,1969-02-15,M,F,jenna12@adventure-works.com,50000.0,1.0,1.0,Grado,Manual calificado,1.0,1.0,9416 Shadow Falls Drive,161-555-0182,2003-09-22,Person
12155,566,23154,Connor,Phillips,1969-09-27,M,M,connor35@adventure-works.com,50000.0,2.0,2.0,Grado,Manual calificado,1.0,0.0,1261 Deerfield Dr.,104-555-0115,2003-12-16,Person
12156,691,23155,Victoria,Hall,1969-05-04,M,F,victoria23@adventure-works.com,50000.0,2.0,2.0,Grado,Manual calificado,1.0,0.0,5494 Roslyn Dr.,801-555-0169,2003-12-12,Person
12157,686,23156,Samantha,Barnes,1969-06-07,M,F,samantha28@adventure-works.com,60000.0,1.0,0.0,Máster,Profesional,1.0,0.0,4810 Veronica Ct.,413-555-0191,2003-12-28,Person
12158,580,23157,Valerie,Gao,1971-05-11,M,F,valerie17@adventure-works.com,60000.0,1.0,0.0,Máster,Profesional,1.0,0.0,7459 Oliveria Road,738-555-0132,2004-02-16,Person
12159,508,23158,Ana,Patterson,1971-08-11,M,F,ana10@adventure-works.com,60000.0,1.0,0.0,Máster,Profesional,0.0,0.0,2728 River Ash Court,184-555-0120,2003-12-26,Person
12160,430,23159,Dalton,Phillips,1971-01-02,M,M,dalton40@adventure-works.com,70000.0,2.0,0.0,Máster,Profesional,1.0,0.0,5697 Alovera Road,636-555-0191,2004-03-27,Person
12161,445,23160,Aimee,Huang,1971-01-13,M,F,aimee5@adventure-works.com,70000.0,2.0,0.0,Máster,Profesional,1.0,0.0,8452 Green Street,403-555-0189,2004-03-20,Person
12162,658,23161,Samuel,Scott,1971-05-11,M,M,samuel46@adventure-works.com,70000.0,3.0,0.0,Máster,Profesional,1.0,0.0,7459 Oliveria Road,302-555-0110,2004-03-03,Person
12163,538,23162,Sarah,Flores,1971-09-06,S,F,sarah37@adventure-works.com,70000.0,3.0,0.0,Máster,Profesional,1.0,0.0,9428 Redrock Dr.,818-555-0169,2004-03-16,Person
12164,560,23163,Madison,Ross,1971-07-23,M,F,madison39@adventure-works.com,80000.0,1.0,0.0,Máster,Profesional,1.0,0.0,7379 Rain Drop Circle,349-555-0182,2004-03-20,Person
12165,511,23164,Kyle,Bryant,1969-12-04,S,M,kyle13@adventure-works.com,60000.0,1.0,0.0,Máster,Profesional,0.0,0.0,6899 Jacqueline Way,578-555-0154,2002-02-22,Person
12166,707,23165,Natalie,Mitchell,1969-04-04,M,F,natalie54@adventure-works.com,60000.0,1.0,0.0,Máster,Profesional,1.0,0.0,237 Rock Oak Road,418-555-0153,2003-12-15,Person
12167,488,23166,Cody,Ward,1968-01-09,S,M,cody4@adventure-works.com,40000.0,4.0,4.0,Bachillerato,Manual calificado,1.0,3.0,3537 Pheasant Circle,736-555-0194,2003-12-20,Person
12168,508,23167,Hailey,Jenkins,1968-07-06,S,F,hailey28@adventure-works.com,70000.0,2.0,2.0,Grado,Manual calificado,1.0,0.0,7562 Daylight Place,730-555-0181,2004-03-25,Person
12169,703,23168,Mya,Hayes,1968-03-16,M,F,mya1@adventure-works.com,70000.0,2.0,2.0,Grado,Manual calificado,1.0,1.0,5375 Blue Ridge,625-555-0177,2004-03-05,Person
12170,583,23169,Corey,Andersen,1968-05-07,S,M,corey11@adventure-works.com,70000.0,2.0,2.0,Grado,Manual calificado,1.0,1.0,5725 Glazier Drive,183-555-0160,2004-03-25,Person
12171,443,23170,Aaron,Jai,1968-09-14,S,M,aaron32@adventure-works.com,70000.0,2.0,2.0,Grado,Manual calificado,0.0,1.0,1683 Colfax Street,385-555-0145,2004-03-06,Person
12172,619,23171,Ethan,Griffin,1967-12-28,M,M,ethan17@adventure-works.com,40000.0,0.0,0.0,Grado,Profesional,0.0,1.0,8991 Temple Court,669-555-0149,2003-11-08,Person
12173,490,23172,Alexandra,Thomas,1970-09-03,M,F,alexandra74@adventure-works.com,60000.0,1.0,0.0,Máster,Profesional,1.0,0.0,5841 Westover Dr.,401-555-0167,2002-02-03,Person
12174,508,23173,Nathan,Rodriguez,1970-09-11,S,M,nathan56@adventure-works.com,60000.0,2.0,0.0,Máster,Profesional,0.0,0.0,1705 Danesta Dr.,610-555-0135,2003-12-03,Person
12175,430,23174,Gloria,Gonzales,1970-04-13,S,F,gloria24@adventure-works.com,70000.0,4.0,0.0,Máster,Profesional,0.0,0.0,7262 Pepperidge Way,540-555-0172,2004-03-06,Person
12176,538,23175,Melanie,Flores,1970-12-13,M,F,melanie28@adventure-works.com,80000.0,1.0,0.0,Máster,Profesional,1.0,0.0,8914 Jam Way,157-555-0168,2004-03-08,Person
12177,546,23176,Jesse,Ward,1967-05-02,M,M,jesse12@adventure-works.com,50000.0,2.0,2.0,Grado,Manual calificado,1.0,1.0,6966 Eaker Way,579-555-0186,2003-12-31,Person
12178,644,23177,Savannah,Richardson,1967-06-08,S,F,savannah8@adventure-works.com,50000.0,2.0,2.0,Grado,Manual calificado,0.0,1.0,153 Kenston Dr,115-555-0196,2003-12-13,Person
12179,535,23178,Dalton,Morris,1967-06-23,S,M,dalton90@adventure-works.com,50000.0,2.0,2.0,Grado,Manual calificado,0.0,1.0,1771 St. Germain Lane,623-555-0135,2003-12-23,Person
12180,535,23179,Jordan,Phillips,1966-02-22,M,M,jordan60@adventure-works.com,60000.0,2.0,2.0,Grado,Manual calificado,1.0,1.0,2796 Sudan Loop,871-555-0170,2003-12-01,Person
12181,508,23180,Olivia,Cook,1966-06-04,S,F,olivia29@adventure-works.com,60000.0,0.0,0.0,Máster,Profesional,0.0,0.0,8358 St. Helena Drive,193-555-0175,2003-12-31,Person
12182,583,23181,Evan,Evans,1966-09-13,S,M,evan24@adventure-works.com,60000.0,0.0,0.0,Máster,Profesional,1.0,0.0,4555 Hackney Lane,111-555-0168,2004-01-20,Person
12183,625,23182,Savannah,Rivera,1966-08-26,M,F,savannah16@adventure-works.com,60000.0,0.0,0.0,Máster,Profesional,0.0,0.0,5689 Greenwood Place,804-555-0112,2004-07-12,Person
12184,520,23183,Megan,Davis,1966-10-16,S,F,megan8@adventure-works.com,60000.0,0.0,0.0,Máster,Profesional,1.0,0.0,4998 Tahoe Place,124-555-0158,2004-01-05,Person
12185,658,23184,Hailey,Carter,1966-09-13,S,F,hailey51@adventure-works.com,60000.0,0.0,0.0,Máster,Profesional,0.0,0.0,Rykestr 2605,302-555-0198,2003-11-29,Person
12186,652,23185,Fernando,Edwards,1966-08-01,M,M,fernando42@adventure-works.com,70000.0,4.0,0.0,Máster,Profesional,1.0,0.0,302 Camelback Ct.,382-555-0125,2004-03-27,Person
12187,653,23186,Jordan,Young,1966-12-05,M,M,jordan72@adventure-works.com,70000.0,4.0,0.0,Máster,Profesional,1.0,0.0,8342 Mt. Trinity Court,994-555-0148,2004-03-31,Person
12188,442,23187,Andy,Munoz,1969-11-10,M,M,andy11@adventure-works.com,70000.0,5.0,0.0,Máster,Profesional,0.0,0.0,872 Patterson Blvd.,181-555-0143,2004-03-21,Person
12189,535,23188,Austin,Jai,1969-02-19,S,M,austin29@adventure-works.com,70000.0,5.0,5.0,Máster,Profesional,1.0,2.0,8065 Shakespeare Drive,578-555-0160,2003-08-30,Person
12190,560,23189,Megan,Moore,1969-02-25,M,F,megan11@adventure-works.com,80000.0,3.0,0.0,Máster,Profesional,0.0,0.0,4612 Merriewood Drive,838-555-0114,2004-03-04,Person
12191,582,23190,Nathaniel,Ramirez,1921-03-10,S,M,nathaniel8@adventure-works.com,20000.0,3.0,0.0,Bachillerato parcial,Clerical,0.0,2.0,3592 Del Monte Court,694-555-0175,2004-05-29,Person
12192,597,23191,Gilbert,Raji,1965-11-11,S,M,gilbert41@adventure-works.com,40000.0,0.0,0.0,Grado,Profesional,0.0,1.0,1710 Bouncing Road,502-555-0176,2004-01-16,Person
12193,527,23192,Emily,Garcia,1965-04-08,M,F,emily17@adventure-works.com,40000.0,0.0,0.0,Grado,Profesional,0.0,1.0,8180 Loveridge Circle,300-555-0122,2004-03-08,Person
12194,577,23193,Alexis,Flores,1965-09-06,M,F,alexis35@adventure-works.com,50000.0,3.0,3.0,Grado,Manual calificado,1.0,1.0,3936 Diablo View Road,920-555-0173,2003-12-27,Person
12195,472,23194,Shelby,Cook,1965-05-14,M,F,shelby21@adventure-works.com,50000.0,3.0,3.0,Grado,Manual calificado,1.0,2.0,8132 Twincreek Ct,415-555-0121,2004-05-08,Person
12196,536,23195,Xavier,Mohamed,1965-08-11,S,M,xavier86@adventure-works.com,50000.0,3.0,3.0,Grado,Manual calificado,1.0,2.0,1984 Village Pl.,827-555-0137,2004-01-15,Person
12197,562,23196,Carlos,Roberts,1965-11-26,S,M,carlos31@adventure-works.com,50000.0,3.0,3.0,Grado,Manual calificado,0.0,2.0,1948 Marcia Dr.,691-555-0112,2003-12-08,Person
12198,653,23197,Cole,Cook,1965-11-26,M,M,cole22@adventure-works.com,50000.0,3.0,3.0,Grado,Manual calificado,1.0,2.0,7165 Foothill Way,757-555-0155,2004-01-31,Person
12199,580,23198,Jacqueline,Sanders,1965-09-09,S,F,jacqueline27@adventure-works.com,50000.0,3.0,3.0,Grado,Manual calificado,0.0,2.0,457 Longbrook Way,526-555-0114,2003-10-03,Person
12200,566,23199,Brandon,Hayes,1965-11-25,M,M,brandon19@adventure-works.com,50000.0,3.0,3.0,Grado,Manual calificado,1.0,2.0,"1828, avenue de l´Europe",872-555-0124,2004-01-17,Person
12201,495,23200,Grace,Rodriguez,1965-08-11,M,F,grace19@adventure-works.com,50000.0,3.0,3.0,Grado,Manual calificado,1.0,2.0,6984 Wardlow Lane,158-555-0136,2003-12-08,Person
12202,505,23201,Alyssa,Butler,1965-07-09,S,F,alyssa60@adventure-works.com,50000.0,3.0,3.0,Grado,Manual calificado,0.0,2.0,1796 Westbury Dr.,253-555-0112,2004-02-14,Person
12203,583,23202,Terrance,Chandra,1965-11-17,M,M,terrance2@adventure-works.com,50000.0,3.0,3.0,Grado,Manual calificado,1.0,3.0,6721 Baldwin Dr,299-555-0171,2004-05-07,Person
12204,678,23203,Dalton,Jenkins,1965-04-02,S,M,dalton52@adventure-works.com,50000.0,4.0,4.0,Grado,Manual calificado,0.0,1.0,7779 Mt. Hood Circle,556-555-0131,2004-04-26,Person
12205,551,23204,Katherine,Mitchell,1964-07-22,S,F,katherine59@adventure-works.com,40000.0,0.0,0.0,Grado,Profesional,0.0,1.0,3014 Roanwood Way,301-555-0157,2004-01-28,Person
12206,443,23205,Katherine,Sanders,1964-08-25,S,F,katherine24@adventure-works.com,40000.0,0.0,0.0,Grado,Profesional,0.0,1.0,5205 Sunview Terrace,942-555-0165,2003-11-10,Person
12207,570,23206,Jackson,Lal,1964-04-16,S,M,jackson2@adventure-works.com,40000.0,0.0,0.0,Grado,Profesional,0.0,1.0,3146 Cougar Way,336-555-0171,2004-02-05,Person
12208,570,23207,Dalton,Baker,1964-07-13,M,M,dalton32@adventure-works.com,60000.0,4.0,4.0,Grado,Manual calificado,1.0,3.0,570 Guerrero,305-555-0198,2004-02-08,Person
12209,571,23208,Janet,Watson,1924-07-06,S,F,janet28@adventure-works.com,50000.0,1.0,0.0,Máster,Profesional,1.0,1.0,3847 Larch Ct,579-555-0139,2004-02-02,Person
12210,682,23209,Lucas,Lewis,1964-06-04,S,M,lucas35@adventure-works.com,60000.0,4.0,2.0,Grado,Manual calificado,1.0,2.0,5531 Fremont Street,810-555-0171,2002-02-10,Person
12211,470,23210,Timothy,Gray,1963-11-23,M,M,timothy7@adventure-works.com,70000.0,4.0,2.0,Grado,Profesional,1.0,2.0,861 Meadowvale Court,540-555-0165,2004-04-24,Person
12212,580,23211,Rebekah,Kovár,1963-05-14,M,F,rebekah4@adventure-works.com,70000.0,4.0,2.0,Grado,Profesional,1.0,2.0,6345 Fox Way,541-555-0114,2004-04-15,Person
12213,631,23212,James,Jones,1968-04-16,S,M,james78@adventure-works.com,70000.0,0.0,0.0,Grado,Profesional,0.0,1.0,1141 Hale Court,145-555-0141,2004-05-26,Person
12214,652,23213,Noah,Green,1968-02-15,S,M,noah40@adventure-works.com,70000.0,0.0,0.0,Grado,Profesional,0.0,1.0,1825 Village Pl.,335-555-0173,2004-04-24,Person
12215,502,23214,Kaylee,James,1963-11-21,M,F,kaylee5@adventure-works.com,70000.0,4.0,2.0,Grado,Profesional,1.0,2.0,6781 San Jose Ave,863-555-0157,2004-04-21,Person
12216,546,23215,Juan,Richardson,1963-10-17,M,M,juan19@adventure-works.com,70000.0,4.0,2.0,Grado,Profesional,0.0,4.0,1754 D Mt. Hood Circle,823-555-0147,2004-03-26,Person
12217,707,23216,Kevin,Hall,1963-03-07,S,M,kevin59@adventure-works.com,60000.0,3.0,2.0,Máster,Profesional,0.0,0.0,3879 Longview Rd.,626-555-0123,2004-01-29,Person
12218,527,23217,Michelle,Morgan,1963-02-20,S,F,michelle22@adventure-works.com,60000.0,3.0,2.0,Máster,Profesional,1.0,0.0,5617 Spice Terrace,507-555-0140,2004-01-04,Person
12219,640,23218,Alisha,Gao,1978-05-25,S,F,alisha15@adventure-works.com,30000.0,0.0,0.0,Bachillerato,Manual,1.0,1.0,Hüttenstr 1295,1 (11) 500 555-0172,2004-06-17,Person
12220,447,23219,Alyssa,West,1974-01-26,S,F,alyssa59@adventure-works.com,30000.0,0.0,0.0,Bachillerato,Manual,0.0,1.0,301 Sandy Ln.,1 (11) 500 555-0193,2003-10-26,Person
12221,498,23220,Roy,Malhotra,1973-06-26,S,M,roy5@adventure-works.com,30000.0,0.0,0.0,Bachillerato,Manual,0.0,1.0,4341 Ceemar Court,1 (11) 500 555-0160,2003-09-27,Person
12222,533,23221,Leonard,Rai,1972-05-28,S,M,leonard19@adventure-works.com,20000.0,0.0,0.0,Bachillerato parcial,Manual,1.0,2.0,Postfach 66 00 77,1 (11) 500 555-0187,2004-01-14,Person
12223,657,23222,Kristen,Wu,1973-03-24,S,F,kristen6@adventure-works.com,30000.0,0.0,0.0,Bachillerato,Manual,1.0,1.0,"131, boulevard Beau Marchais",1 (11) 500 555-0194,2004-04-01,Person
12224,481,23223,Angel,Howard,1973-03-24,M,M,angel11@adventure-works.com,40000.0,1.0,1.0,Grado,Manual calificado,1.0,1.0,5334 Mcneil Pl.,1 (11) 500 555-0111,2003-08-19,Person
12225,501,23224,Jonathan,Scott,1973-01-22,M,M,jonathan44@adventure-works.com,40000.0,1.0,1.0,Grado,Manual calificado,1.0,1.0,584 Shenandoah Dr.,1 (11) 500 555-0125,2003-08-06,Person
12226,567,23225,Heidi,Patel,1973-09-02,S,F,heidi5@adventure-works.com,40000.0,0.0,0.0,Máster,Manual calificado,1.0,0.0,8947 St. George Dr.,1 (11) 500 555-0131,2003-08-12,Person
12227,474,23226,Leonard,Xie,1972-09-16,S,M,leonard4@adventure-works.com,30000.0,0.0,0.0,Bachillerato,Manual,0.0,1.0,Conesweg 1,1 (11) 500 555-0174,2004-01-16,Person
12228,459,23227,Anne,Alonso,1972-12-23,S,F,anne9@adventure-works.com,30000.0,0.0,0.0,Bachillerato,Manual,0.0,1.0,"8022, rue Lauriston",1 (11) 500 555-0144,2004-04-02,Person
12229,586,23228,Candice,Guo,1971-09-26,S,F,candice1@adventure-works.com,20000.0,0.0,0.0,Bachillerato parcial,Manual,0.0,2.0,Auf den Kuhlen Straße 79,1 (11) 500 555-0166,2003-10-02,Person
